,From,To
49321,4307,3064
49322,4307,4622
49323,4307,6424
49324,7808,3775
49325,7808,7150
49330,9172,5275
49331,9172,7924
49332,491,4135
49333,491,4782
49334,7281,4060
49335,9309,5895
49338,1013,893
49339,1013,1112
49341,182,2042
49342,182,2195
49345,182,6692
49347,601,1610
49349,601,2972
49351,601,5032
49352,601,5416
49354,601,6864
49381,5657,5095
49382,5657,8947
49383,4541,3068
49384,4541,9817
49385,1391,518
49386,1391,5643
49387,7344,8328
49388,7344,8780
49389,5964,986
49390,5964,2638
49393,9001,98
49394,9001,9639
49395,8842,1311
49396,8842,2334
49397,4433,2744
49398,4006,4407
49399,1770,8084
49400,124,5707
49401,4232,96
49402,5867,7912
49403,1565,1736
49404,1565,2771
49405,4729,7276
49406,7475,3743
49407,7475,4195
49408,7475,4219
49409,7475,6314
49410,7475,7665
49411,7171,4884
49412,7171,6458
49413,7171,6555
49414,6138,599
49415,6138,9198
49416,3053,3454
49418,3053,7093
49419,8306,1204
49421,404,9421
49422,8076,8785
49423,5953,4206
49424,5953,5012
49425,5953,9627
49426,6004,331
49427,6004,7107
49428,6249,2743
49432,8688,881
49433,8688,4194
49434,8688,5091
49436,9520,529
49437,9520,2817
49438,9520,5220
49439,8779,7137
49441,9815,9314
49442,2562,9319
49443,7291,591
49444,7291,1836
49445,7725,7461
49446,7725,8103
49447,8723,3281
49448,8723,5779
49449,1561,6412
49450,7190,210
49451,7190,2878
49452,7190,3371
49455,9819,5167
49456,9819,9776
49459,8988,5528
49460,2224,4048
49461,2224,9493
49462,4860,8713
49465,9284,341
49466,9284,2986
49467,3039,1611
49468,6154,4124
49469,6154,6546
49470,6826,9216
49471,3528,3533
49472,7941,5135
49473,1235,4782
49475,1687,7087
49476,6848,7745
49477,5094,3227
49478,7261,2699
49479,5526,601
49480,5526,2494
49481,5526,3999
49482,5198,1279
49483,5198,2707
49484,5198,6010
49487,7633,4718
49488,7633,7139
49489,7633,8365
49490,590,689
49497,8394,3449
49498,8394,3890
49499,8394,3925
49502,7219,149
49503,7219,493
49504,8698,9422
49505,8149,687
49506,8149,872
49507,8149,2080
49508,8149,3883
49509,8149,5478
49510,6752,1037
49511,1833,2763
49512,1833,5197
49513,5523,1045
49514,2909,942
49519,3142,419
49520,5452,1246
49521,5452,3425
49522,5452,5761
49523,136,1050
49524,136,4902
49525,136,7300
49526,136,9043
49527,136,9693
49528,7685,9187
49529,1303,1876
49531,1852,4328
49534,4570,3028
49535,4570,4429
49537,9848,1430
49538,9848,4826
49539,9848,6382
49540,3159,4976
49541,2835,6082
49542,4237,2204
49543,4237,3108
49544,4237,3333
49545,4237,7473
49546,3419,6082
49548,3419,7587
49549,3419,7702
49550,7354,1426
49551,5556,829
49552,5556,1514
49553,5556,6069
49554,5556,7570
49556,9575,4051
49557,7347,2479
49558,7347,4973
49559,7347,5149
49560,870,1083
49561,870,2090
49563,4797,4139
49565,4797,7451
49569,6330,428
49570,6330,3736
49571,6330,4088
49572,6915,7971
49573,3611,3053
49575,4922,1420
49583,4564,1420
49584,9678,714
49585,9678,1351
49586,9678,4313
49599,9199,2226
49600,9199,5181
49603,9199,5570
49604,9199,6844
49608,2826,2494
49609,2826,4130
49610,2826,7337
49611,2826,8385
49613,3976,2661
49614,2698,572
49616,9727,7114
49617,8414,3561
49618,4726,1651
49619,6962,1222
49620,6962,5731
49621,6962,7340
49624,8953,5904
49625,8953,9578
49652,3668,1624
49653,3668,5327
49654,9380,341
49655,9380,1349
49656,9380,1940
49657,9380,2484
49659,9380,4011
49660,9380,6075
49662,9380,8224
49663,6052,5806
49671,6140,309
49673,6140,5103
49675,6140,7260
49676,1393,6027
49678,6199,2609
49679,6199,4360
49680,8873,1335
49681,8873,2615
49682,8873,4144
49683,8873,5893
49684,8584,2099
49685,8584,7106
49686,9346,181
49687,2540,3761
49689,8063,7997
49690,642,2922
49692,642,6150
49693,642,6952
49694,7474,4676
49695,7474,5563
49698,4336,2480
49699,4336,7946
49700,2531,1109
49701,2531,6880
49702,4150,4024
49708,5512,627
49709,5512,7628
49711,9330,3685
49712,4164,1405
49713,9860,8806
49714,9508,4021
49715,9868,209
49716,9868,539
49717,8233,3291
49718,2169,2339
49719,2169,3323
49720,2169,5673
49721,2169,8694
49722,6126,6960
49723,5695,816
49725,9496,1187
49728,9496,9283
49729,9496,9405
49734,5786,4578
49735,5786,5773
49736,2971,5407
49737,2433,6810
49739,626,8896
49740,6877,516
49741,6877,4186
49742,6877,6599
49743,6877,8318
49744,6877,8860
49745,4982,191
49749,7757,3038
49750,1890,4682
49751,1890,5354
49752,1633,7768
49753,2055,3549
49757,9765,7039
49758,9765,7522
49759,56,2257
49760,56,6880
49761,56,8132
49762,7350,224
49763,7350,5034
49764,7350,6245
49766,3093,1987
49767,4913,2788
49772,7327,651
49773,7327,732
49774,7327,3966
49775,7327,6423
49776,7327,6971
49777,7327,8525
49780,8317,8316
49781,8317,9405
49782,1474,776
49783,1474,3823
49784,1474,7912
49785,3324,1797
49786,3324,2900
49787,3324,3130
49788,3324,5615
49789,3324,8356
49793,7460,273
49794,6573,7397
49798,2023,957
49799,2023,8165
49800,2023,9071
49801,6270,6546
49802,3412,1136
49803,3412,2161
49804,3412,5105
49805,2483,8891
49808,4586,3912
49809,4586,5780
49810,3042,1807
49814,1600,6819
49817,1600,8478
49818,8566,6027
49821,9473,4901
49822,9473,6318
49823,1913,4782
49824,3327,5226
49825,9343,3674
49826,9343,9593
49827,7243,4484
49828,7243,7515
49829,5785,3463
49830,5785,7325
49831,729,3775
49834,1962,962
49835,3551,4648
49836,4514,1409
49837,4514,9531
49838,2294,906
49839,2294,9085
49844,6789,9784
49845,6789,9785
49846,1344,3013
49847,1344,7910
49848,23,9191
49849,4530,8650
49850,3849,3103
49851,3849,4856
49852,3849,9526
49853,8805,9071
49854,6545,539
49855,6545,1195
49856,6545,7091
49857,968,7879
49858,4762,4005
49859,4762,4291
49860,6422,3008
49861,6422,7907
49862,5671,6514
49863,5671,7919
49864,4615,165
49865,7579,5998
49866,5704,3926
49867,5704,7797
49869,5704,9405
49870,6432,3419
49871,5759,5347
49872,1058,4303
49874,7399,4678
49875,8635,4278
49876,8635,6667
49877,7994,4023
49880,7611,2024
49881,7611,6123
49882,175,2940
49883,4385,5958
49884,8080,1846
49885,8080,5084
49886,4767,914
49887,4767,3819
49888,4507,3548
49889,70,191
49890,70,2830
49893,9407,1465
49894,9407,6111
49898,4512,5443
49899,4512,7942
49900,4512,9742
49903,3059,1384
49904,3059,3103
49905,3059,8169
49906,3469,222
49907,3469,230
49908,3469,795
49909,3469,6187
49910,6477,2990
49911,4787,2667
49912,4787,4531
49922,7697,2329
49923,7697,9746
49925,3260,2250
49926,9822,1924
49929,5273,1258
49930,5273,3838
49931,5612,5976
49932,5612,7656
49933,8973,1736
49934,7511,3423
49935,7511,7656
49936,4931,6409
49937,3985,5144
49938,3985,8056
49940,53,2291
49941,53,5996
49942,8512,2494
49943,8512,5684
49944,4864,3038
49945,5260,7381
49946,5260,7803
49948,5207,272
49949,1286,4332
49952,105,3696
49953,105,6936
49957,4883,627
49958,4883,4776
49959,4883,5743
49960,2128,1266
49961,317,3741
49962,51,2940
49969,9100,4301
49970,9100,9193
49971,2314,4780
49972,2314,7637
49973,2314,8311
49974,8560,7005
49975,9194,4301
49976,1117,2360
49977,1117,7146
49978,3673,2573
49979,3673,3191
49980,3673,6324
49987,4662,6796
49989,6339,1266
49990,6339,3258
49991,6339,4426
49992,6339,4662
49993,826,8109
49994,1632,5002
49995,1632,5760
49996,1632,7723
49997,9069,616
49998,9069,1270
50001,9069,4781
50002,9069,5017
50004,9069,5515
50010,363,224
50011,5737,4746
50012,5737,7252
50015,5227,7036
50016,8674,6391
50017,8674,8702
50018,4222,448
50019,4222,1465
50023,8825,983
50024,8825,2416
50025,8825,9620
50026,8653,5656
50028,3398,628
50029,3398,4170
50034,5554,3454
50035,6592,995
50036,6592,1334
50037,6592,9114
50038,6592,9862
50039,2828,6662
50045,5137,9781
50046,2861,132
50047,2861,1159
50048,2861,4999
50049,2586,3535
50056,3457,438
50057,3457,2238
50060,5359,1925
50061,5359,9536
50068,4899,169
50070,4899,4598
50071,4899,6248
50073,6493,2712
50074,6493,4214
50075,6493,9297
50077,7218,6746
50082,3815,144
50083,3815,3070
50084,763,5762
50085,5018,6169
50086,3417,2420
50087,3417,3885
50088,3417,8991
50089,3417,9338
50090,9220,3914
50091,9220,9058
50095,9261,912
50096,9261,4526
50097,9261,7438
50098,9261,7768
50099,9261,8231
50100,5411,4291
50101,1264,7343
50102,1264,8863
50103,1272,718
50104,6911,9071
50105,842,1920
50106,842,4362
50107,3118,9554
50108,987,1183
50109,987,3981
50112,4981,226
50113,4981,6440
50117,5945,442
50118,5945,473
50119,5945,2567
50121,3005,153
50122,2409,3045
50123,2409,4549
50124,2409,9134
50127,7716,1756
50128,7716,3816
50129,8749,2031
50130,1178,147
50131,1178,541
50132,1178,6684
50133,202,3775
50134,106,7366
50135,106,7508
50136,106,8874
50140,9335,981
50141,9335,1312
50142,9335,5440
50191,9802,856
50192,9802,1479
50193,9802,1680
50194,9802,1808
50195,9802,4863
50196,9802,4922
50197,9802,5408
50198,9802,9527
50199,7750,1429
50200,7750,3660
50201,7369,1111
50202,7369,6333
50203,92,1133
50204,92,2537
50205,92,2970
50206,92,6220
50207,3420,7762
50212,7647,1007
50213,7647,5070
50214,9385,3944
50215,9385,6974
50216,9385,7768
50217,8586,830
50218,4906,7503
50219,8622,5986
50220,6983,11
50221,6983,5186
50223,9271,4181
50225,588,4982
50226,8043,3775
50227,6235,7863
50228,6457,474
50229,6119,5346
50231,6119,6714
50233,6119,8885
50234,4630,115
50235,4630,7907
50236,2305,7813
50237,8880,476
50238,8880,6504
50239,8880,8598
50240,7859,421
50241,351,8228
50242,3126,1594
50243,3126,7724
50247,8870,5014
50248,8870,6019
50249,8870,6155
50251,7231,5598
50252,288,6978
50256,9737,3027
50257,9737,7024
50258,9737,8677
50259,9874,239
50260,9874,725
50261,9874,2122
50262,9874,6260
50263,9874,7837
50264,9874,8910
50274,4879,4953
50275,4879,6448
50276,4879,7486
50277,9477,4736
50278,9477,5925
50279,6612,1359
50283,9757,7695
50284,3364,4289
50285,3364,4484
50286,1650,309
50287,1650,798
50288,1650,6742
50289,1650,9700
50290,5431,5299
50291,8334,4384
50292,1875,1495
50293,1875,5522
50294,1875,6420
50295,1875,6636
50296,8190,5032
50297,8423,976
50298,8423,1237
50299,8423,5350
50300,8423,5910
50307,9354,767
50308,9354,2516
50309,9354,5389
50311,5044,2958
50312,5418,9730
50313,8530,3823
50314,8530,4024
50315,8530,5138
50316,8530,5869
50317,8530,7920
50318,8530,9135
50319,4173,8693
50320,7315,4675
50321,9587,3433
50322,5283,6900
50323,5114,1095
50324,5114,1952
50325,4916,1122
50326,578,5343
50327,578,7260
50328,8410,5086
50341,6410,3628
50342,6410,3948
50343,6410,5352
50344,6410,9559
50346,9353,2831
50350,3213,2177
50351,3213,2866
50352,3213,4036
50353,6192,913
50354,6192,4407
50355,6192,8060
50356,6192,8605
50360,9075,1540
50361,9075,3916
50362,9075,5085
50363,3550,2830
50364,3550,7100
50365,6411,9746
50373,2616,9071
50374,2890,8383
50375,2890,9071
50376,742,7682
50377,1536,1531
50378,1536,2291
50379,6797,47
50380,6797,1802
50381,6797,9057
50382,8010,9554
50383,3086,814
50384,3086,3336
50385,3086,7816
50386,4657,1940
50387,1333,1969
50388,1333,5265
50390,8967,3760
50392,5532,1028
50393,8748,3296
50394,1253,3862
50395,1253,4497
50396,1253,5040
50397,1253,5489
50398,1253,5769
50399,2748,1094
50400,2748,5074
50401,2748,8306
50404,7199,2568
50405,7199,4728
50406,3729,4578
50407,3729,7550
50408,4960,4687
50409,1096,224
50410,1096,4453
50411,8659,8608
50412,5983,300
50413,5983,7668
50414,5983,8650
50415,1841,2979
50416,5076,3038
50417,5076,5089
50418,5076,8398
50421,7273,5797
50422,7273,5917
50423,9522,2168
50424,3644,5420
50425,3304,3722
50426,9717,4933
50427,9717,8571
50431,5024,2842
50432,5024,3354
50433,5024,6860
50434,1221,844
50435,1221,9243
50436,1919,4999
50437,6451,259
50438,6451,857
50439,6451,4415
50440,6451,5048
50441,1671,538
50442,1671,1600
50443,1671,6140
50444,1671,7128
50445,1671,7872
50446,8877,599
50447,8877,6007
50448,5120,7444
50449,6128,4341
50450,7175,4341
50451,1614,9213
50452,7773,9409
50453,7925,2182
50454,7925,8503
50455,7329,2113
50456,7329,9820
50457,7205,6051
50458,2470,6856
50459,2470,6987
50460,5921,8653
50461,4107,6832
50462,4107,9298
50463,965,2893
50464,965,9817
50465,1180,6082
50467,7596,1518
50468,7378,6119
50469,7378,6259
50470,1612,1610
50471,440,7968
50472,440,8181
50475,7225,6636
50476,3832,3131
50477,3832,7225
50478,8861,3879
50479,8861,6951
50480,5102,9216
50481,39,839
50482,1259,2820
50483,4410,4180
50485,8956,8774
50486,9626,307
50487,9626,1970
50488,9626,6908
50489,2706,4671
50490,2706,7173
50491,8706,1969
50492,8706,3380
50493,8133,5326
50494,8133,7872
50495,8133,7933
50496,8133,9870
50497,6020,8127
50498,6020,8375
50499,6020,8911
50501,1450,5582
50502,7214,1023
50503,7214,1083
50504,7214,1802
50505,7214,9192
50507,7051,3971
50508,1534,4230
50509,1534,4526
50510,1534,7143
50511,1254,1247
50512,1254,4730
50513,64,7430
50516,4641,5134
50517,4641,6121
50518,3952,3652
50519,3952,6326
50520,3952,8612
50521,3649,3934
50522,3649,4876
50523,3649,4999
50524,537,6212
50525,927,8976
50526,4836,8526
50527,1937,1135
50528,1937,7047
50529,8759,4282
50530,8759,5196
50531,8759,5458
50533,8961,1378
50536,8972,4234
50537,3909,8344
50538,2526,8539
50539,2526,8883
50540,2012,2311
50541,2012,6458
50542,6508,1263
50543,4252,3305
50544,4252,3434
50545,7840,7104
50546,8837,8983
50547,5368,7787
50548,5368,8209
50551,1288,493
50552,1288,3691
50555,5121,410
50556,5121,8173
50560,4369,2113
50561,4369,4370
50562,4369,8828
50563,6446,3777
50564,6446,4664
50565,6446,8355
50566,3287,4555
50570,9111,51
50571,9111,8211
50572,9111,9193
50573,4784,113
50574,4784,8355
50575,4784,9454
50576,6050,4544
50577,6050,6518
50581,4595,1150
50582,4595,2283
50583,4595,2883
50584,919,7218
50585,919,7847
50586,7714,2611
50591,9568,5814
50592,9568,8849
50593,1800,5210
50594,6626,6264
50595,6817,4121
50596,6246,1526
50597,6246,4996
50598,4013,1266
50602,1361,4839
50603,1361,8983
50604,338,3863
50606,8397,5127
50607,7463,2107
50608,7463,7765
50609,6315,7533
50970,9830,1211
50971,9830,1586
50972,9830,2202
50973,9830,2426
50974,9830,2427
50975,9830,3244
50976,9830,3302
50977,9830,3413
50978,9830,4204
50979,9830,4463
50980,9830,4646
50981,9830,5465
50982,9830,5716
50983,9830,8310
50984,9830,8819
50985,9830,8977
50986,9830,9157
50987,9830,9337
50988,9830,9348
50989,9830,9752
50995,2821,7395
50996,2821,8743
50997,2821,9165
50998,4028,1312
50999,2477,7674
51000,6352,3176
51001,6352,6222
51002,6352,8224
51003,5292,984
51004,5292,1570
51005,5292,3485
51006,5292,9151
51010,5740,1468
51011,5740,3962
51012,5740,9767
51014,8384,5486
51017,9712,2099
51022,2801,2419
51023,7157,8520
51026,9872,694
51027,9872,1002
51029,2039,3166
51032,6331,3688
51033,6331,9264
51034,9265,9264
51035,5549,5550
51036,1698,12
51037,1698,2341
51038,1698,9314
51039,8336,3091
51040,787,1348
51041,787,5254
51042,787,7522
51044,7403,5337
51045,8019,3433
51046,2936,9735
51047,2931,1736
51048,7309,5502
51049,7309,6102
51050,7309,6112
51051,7309,6372
51058,6768,3648
51062,6768,7101
51064,1156,2874
51065,1156,3072
51066,1156,8319
51067,1156,9829
51068,9853,7817
51069,67,9764
51070,328,7527
51071,2298,227
51072,971,5289
51073,971,5745
51074,971,7193
51075,6484,1298
51077,4220,1012
51078,4220,2111
51084,1642,5428
51085,1015,5032
51089,7926,224
51090,7926,2010
51091,7926,5990
51092,7257,6731
51093,7257,9069
51095,7216,1023
51097,7216,5290
51102,5355,743
51103,5355,1657
51104,5355,4044
51105,2932,1019
51106,6919,3151
51108,1975,3778
51109,1048,4193
51110,1048,6879
51111,8100,1315
51112,8100,7563
51117,6099,3783
51118,6099,9120
51119,1609,616
51120,1609,8541
51121,240,8969
51122,2395,8544
51123,1691,1617
51124,1691,5616
51125,1691,6478
51126,1691,7380
51127,1691,7469
51128,1691,8234
51129,1691,9282
51130,3386,572
51133,7268,2798
51134,7268,9045
51135,7462,1927
51136,7462,2992
51137,7462,6049
51138,7462,8435
51139,7810,3947
51140,7810,4631
51141,6581,4130
51142,6042,1281
51143,6042,2220
51144,8787,2291
51145,7027,5748
51146,8206,2195
51148,7815,3924
51150,5638,3174
51151,2917,137
51152,2917,2324
51153,3120,840
51154,3120,6719
51155,3120,6980
51156,4094,18
51157,3407,1019
51158,5693,8066
51159,8027,4471
51163,8062,459
51164,8062,500
51165,8062,2817
51166,7033,8393
51167,6170,4287
51168,6170,6169
51169,6172,3817
51170,7675,7198
51171,4732,21
51174,5790,4144
51175,5790,4732
51176,2393,269
51177,9406,9482
51178,2498,349
51179,2498,9660
51180,5537,4402
51181,6668,3543
51182,6668,8020
51183,6668,9682
51184,6289,657
51185,6289,997
51186,6289,2913
51187,6289,7436
51188,6289,9062
51189,7478,4681
51190,5504,1655
51192,5504,2301
51194,5504,8878
51195,8238,3447
51196,5397,4636
51200,3467,1266
51201,3467,2724
51202,3467,9295
51203,9521,2080
51204,9521,8774
51205,6699,217
51206,6699,1775
51207,6699,2080
51208,7636,2913
51209,7636,7903
51210,2536,9511
51211,9398,4924
51216,48,3299
51217,48,8257
51218,4361,2408
51219,8446,2442
51220,8446,6869
51221,7619,3713
51222,7619,6921
51223,3351,4137
51224,7789,8169
51225,7789,9808
51226,6757,397
51228,2056,9592
51233,8555,1862
51234,8555,1863
51235,4624,707
51236,4624,5689
51237,2219,969
51238,2690,833
51239,2690,3333
51240,2690,6276
51241,3315,4215
51242,3315,4752
51243,5093,1481
51244,5093,4687
51245,5093,9174
51247,125,61
51248,1955,3339
51249,1955,9478
51250,3462,750
51251,3462,2821
51252,3462,2892
51253,3462,6108
51254,3462,7150
51255,658,1429
51256,658,6884
51259,3921,1012
51260,3921,5496
51263,9386,5664
51264,9386,9068
51265,6011,9710
51266,2881,5134
51267,1147,997
51268,6354,2072
51269,6354,9165
51271,8198,6833
51275,4649,1866
51276,4649,4248
51277,4649,6952
51278,1654,444
51279,1654,9468
51280,3321,9790
51281,8529,9323
51282,8529,9790
51283,4418,2913
51284,4418,4341
51285,3679,627
51286,3679,4982
51287,5298,1133
51288,5298,7024
51289,5298,7076
51290,5298,9781
51291,5874,6552
51292,5874,8634
51293,7862,9808
51297,4627,1910
51298,4627,2739
51299,4627,4443
51300,9750,2455
51301,7821,3016
51302,4845,1741
51303,4845,1942
51304,4845,8297
51305,9846,2102
51306,9846,2649
51307,9846,9849
51308,860,2070
51309,2628,7124
51310,2628,7912
51311,2628,9869
51312,2761,5469
51315,1332,2065
51316,1332,4792
51318,6130,3852
51321,9630,1422
51322,9630,3454
51326,8621,1379
51327,8621,5609
51328,8621,6340
51329,5460,2376
51330,5460,3592
51331,5460,8342
51334,4478,793
51335,4478,4479
51336,5561,9636
51337,7089,3634
51347,1964,3147
51348,1964,3196
51349,1964,8213
51350,2814,325
51351,2814,678
51352,2814,4420
51353,2814,5468
51354,4821,9840
51355,276,1941
51356,276,2946
51357,276,8778
51359,8373,1437
51360,5901,3672
51361,5901,4376
51362,5901,8051
51363,111,4488
51364,111,7075
51365,5101,1926
51366,7883,2099
51367,7883,2609
51368,7883,3545
51373,5475,282
51374,5475,4275
51375,1197,1322
51376,1197,2449
51377,1197,8697
51378,8107,9151
51379,4945,3397
51383,764,77
51384,764,9442
51385,764,9692
51386,7001,1318
51387,7001,2774
51388,7001,8266
51389,2810,6296
51390,2810,6695
51397,4692,1361
51398,4692,2083
51399,4692,4796
51400,5269,2388
51401,5269,9072
51402,5269,9170
51403,1915,8412
51404,5652,3227
51405,5652,8632
51406,5652,8866
51407,9780,4923
51408,9780,6669
51409,5419,1278
51410,5419,2252
51418,2721,2295
51419,2721,2343
51420,2721,2640
51421,2721,4233
51422,2721,5736
51423,2721,5895
51424,2721,9249
51425,7761,9417
51427,9456,1389
51428,1921,1455
51429,1921,3318
51430,5540,4425
51431,8960,7258
51432,2993,183
51433,2993,7024
51434,2542,139
51435,2542,8911
51436,7717,7607
51440,7465,854
51441,7465,4425
51442,7465,4662
51443,4431,4403
51444,4431,5172
51446,4308,3331
51447,6285,6335
51448,1128,477
51449,1128,2105
51450,1128,7546
51451,1128,7599
51452,1128,9026
51453,1128,9789
51456,3006,2269
51457,2425,4837
51459,9370,9281
51460,7010,4854
51461,7010,9326
51463,8564,1538
51464,8564,6910
51467,5799,2549
51468,5799,4818
51471,5590,2436
51472,5590,5149
51473,3198,962
51474,8570,1726
51475,4337,6534
51476,4337,6541
51477,6257,4517
51478,4862,3568
51479,4862,3851
51480,4862,4853
51481,3753,2348
51482,3753,5998
51483,3764,8912
51484,884,7709
51485,884,9310
51486,1103,8768
51490,3677,2188
51491,3677,5000
51492,3677,9148
51493,6104,5290
51494,6104,6731
51495,6104,7843
51496,2106,3818
51497,2106,3871
51498,2106,4899
51499,2106,8539
51500,384,5925
51501,2652,1176
51502,2652,1600
51503,2456,9714
51504,6319,4243
51505,5087,6453
51506,5548,3468
51507,5548,5530
51508,5548,7451
51509,5828,8066
51510,6638,3938
51511,6638,9188
51513,6228,1329
51515,2210,571
51517,1579,1146
51518,5202,7540
51525,4391,2008
51526,4391,2678
51527,4391,3487
51528,1513,4757
51529,1513,6555
51530,8042,4068
51531,4756,1418
51532,4756,8961
51533,7943,735
51534,7943,8077
51544,9126,3755
51545,9126,6736
51546,9126,7320
51550,3220,868
51551,3220,7216
51552,3220,7712
51553,7915,1690
51554,7915,6830
51555,7915,7100
51556,9420,7803
51557,7296,4207
51567,9415,5536
51568,9415,7820
51569,9415,9431
51573,6223,1115
51574,6223,8075
51575,6223,9838
51580,9023,3742
51581,9023,4071
51582,9023,7690
51583,9023,8240
51584,6769,2870
51585,6769,6701
51586,6769,7055
51588,3229,9069
51589,3229,9712
51590,1867,1498
51591,1867,2269
51592,8798,2161
51593,2682,207
51594,9841,8623
51595,4563,2464
51596,4563,9523
51597,2639,5284
51598,5862,6612
51599,5862,8685
51600,5529,5528
51603,6434,1696
51604,6434,4021
51605,861,1986
51606,9224,1540
51609,6364,100
51610,6364,1316
51611,4108,5053
51612,4108,7979
51613,5168,908
51614,5168,7571
51616,1966,5968
51617,9147,7597
51620,4477,1734
51621,4477,8579
51634,4895,977
51635,4895,1108
51636,4895,2703
51637,4895,4220
51638,4895,4689
51639,4895,6768
51640,4895,7306
51642,5316,1368
51644,5316,7491
51645,5316,9724
51650,9773,9528
51651,9773,9552
51652,530,2252
51653,2180,3537
51654,2180,4524
51657,2379,34
51658,2379,7613
51660,8283,5492
51662,4495,8150
51663,8498,4274
51664,8498,6211
51665,6968,1734
51668,1241,457
51669,1241,801
51671,9055,5042
51673,1553,6370
51674,8864,8979
51675,3690,8979
51676,1670,3621
51677,1670,5227
51681,6788,462
51682,6788,2011
51683,6788,2514
51684,4411,6504
51685,3113,4247
51686,2705,349
51687,2705,5791
51690,6101,192
51691,6101,7312
51692,2939,13
51693,2939,9098
51696,1761,224
51697,1761,688
51698,8023,2118
51699,8023,5655
51708,385,1824
51709,385,4651
51710,385,7132
51711,385,9712
51712,975,2497
51713,975,3090
51718,6874,1138
51719,6874,3250
51722,8143,5152
51723,8143,5275
51724,9004,7656
51741,4750,2005
51742,4750,2040
51743,4750,3529
51744,4750,3717
51745,4750,4925
51746,4750,5430
51747,4750,8747
51748,4750,9776
51752,7270,114
51753,7270,1266
51754,7270,3981
51755,2975,5416
51756,460,556
51757,460,5239
51760,9481,800
51761,9481,5481
51762,235,4235
51771,7934,2
51772,7934,102
51773,7934,464
51774,7934,724
51775,848,3749
51776,1639,529
51778,3254,1528
51779,8453,2608
51780,6305,3536
51781,6305,4858
51782,6305,9617
51783,4669,7814
51784,540,3376
51785,1261,2680
51786,780,603
51787,8858,1798
51788,8858,9256
51789,8858,9301
51792,8481,2093
51793,8481,7631
51794,4314,5173
51795,4314,8503
51796,3369,2457
51797,4120,1810
51798,8537,4187
51799,1640,1617
51800,1640,7025
51801,1042,1157
51802,1042,4278
51803,1042,9724
51804,9562,1778
51805,9562,7090
51806,5944,3269
51807,7894,5323
51808,7894,6694
51813,5795,2558
51816,5795,7846
51817,9433,3018
51818,9433,3038
51819,9433,6922
51820,9433,7005
51821,9433,7846
51822,9433,9533
51823,79,7075
51824,6090,8173
51825,4295,5236
51826,2071,1388
51827,6229,1120
51828,6229,7302
51829,1034,8260
51830,9618,179
51831,1485,5137
51832,274,7300
51833,274,9102
51835,8596,1963
51836,4749,3206
51837,4749,4344
51838,4749,4599
51839,4749,4753
51840,252,2647
51841,5165,4713
51842,5165,5803
51843,5566,1278
51844,5566,3238
51846,4655,9605
51847,3731,302
51848,3731,3727
51849,3731,5096
51852,5333,7959
51853,5333,8582
51860,2884,206
51861,2884,611
51862,2884,2260
51863,2926,654
51867,9350,1756
51868,9350,3356
51869,9350,7183
51871,1813,112
51872,5820,4675
51877,3360,1043
51878,3360,2031
51879,3360,2687
51880,3360,8314
51884,8252,2709
51885,8252,7084
51886,8252,7708
51887,6209,4321
51888,6209,5976
51889,6209,8724
51890,6588,1610
51891,6588,7071
51892,2894,6183
51893,9365,4853
51904,8888,649
51905,8888,1888
51906,8888,2084
51907,8888,7833
51908,8888,9405
51909,4805,8210
51910,2407,181
51911,2407,7173
51912,9502,8475
51913,9502,9178
51914,5539,7166
51915,6639,9264
51917,6026,163
51918,1758,8452
51921,60,528
51922,60,7996
51923,5908,5762
51924,7319,1301
51925,7319,5119
51928,9022,5650
51929,9022,8040
51930,5079,6105
51931,7812,7173
51932,7812,8827
51933,7812,9820
51934,7560,9074
51939,9669,5918
51940,9669,9778
51941,6244,4453
51944,9311,721
51945,9311,2062
51946,6619,3359
51947,6619,3913
51948,1704,6673
51949,1704,6692
51950,9244,2291
51951,3746,3403
51952,3746,6198
51953,636,3376
51954,6468,182
51955,6468,5416
51958,8734,6689
51959,8734,7874
51960,8982,2078
51961,8919,409
51962,8919,630
51963,8919,5314
51964,8919,5483
51965,8919,7301
51966,8919,9199
51969,2871,2020
51970,2871,5504
